Item,Color,Platform A,Platform B,Platform C
Shirts,Light Blue,1427,1126,1124
Jeans,Dark Red,993,1747,853
Shirts,Orange,1465,1535,999
Skirts,Light Yellow,985,763,1942
Shorts,Dark Green,1398,1684,876
Dresses,Dark Red,1809,1413,1880
Dresses,Orange,1299,1921,1360
Shorts,Mustard,982,1016,1920
Jackets,White,567,921,987
Jackets,Black,1130,1212,1728
Jackets,Light Yellow,727,1735,1978
Skirts,Dark Red,1160,950,721
T-Shirts,Brown,1317,1955,956
Skirts,Brown,874,1764,1549
Jackets,Blue,1312,1331,1037
Jeans,Purple,1296,1956,1802
Shirts,Dark Blue,710,1075,505
Skirts,Dark Red,1662,1064,871
Jackets,Light Yellow,581,1546,1319
Shorts,Pink,1429,1246,1660
Jeans,Dark Green,844,1082,1905
Dresses,White,1581,772,1328
Skirts,Brown,1066,1631,1896
T-Shirts,Purple,640,1025,523
Jackets,Pink,705,1891,1007
Skirts,Light Yellow,502,1028,811
Jackets,Brown,591,1335,1381
Dresses,Green,1552,938,1951
Jackets,White,1288,549,778
Jackets,Red,1716,1535,1312
Jeans,Brown,1244,1921,992
Skirts,Dark Green,1758,1157,764
Skirts,Blue,1545,1950,581
Jackets,Yellow,873,1957,867
Shorts,Orange,1605,1987,1423
T-Shirts,Mustard,1238,1226,1351
Skirts,Mustard,1902,686,1101
Shirts,Coral,1950,565,677
Shorts,Purple,655,1581,1906
Shorts,Dark Red,1770,1471,943
Skirts,Mustard,1387,915,1096
Jeans,Black,1326,1942,1279
Shorts,Light Yellow,790,1909,1876
Shirts,Yellow,1262,1608,1013
T-Shirts,Yellow,1579,1637,1986
Jeans,Blue,1433,888,1141
T-Shirts,Green,1187,1931,601
Shorts,Gray,1229,1226,1625
Shorts,Blue,531,1780,1117
Shorts,Gray,1192,1841,679
Skirts,Blue,1544,1203,1902
Skirts,Green,1668,1223,1124
Skirts,Red,546,1583,625
Dresses,Light Blue,1007,1303,1135
Dresses,Light Blue,583,1983,1738
Dresses,Orange,876,1306,1387
Shirts,Black,1593,1999,580
Dresses,Light Yellow,1614,882,903
Jackets,Pink,731,1447,1845
Jackets,Pink,1069,582,1783
Skirts,Yellow,794,1996,1705
Skirts,Red,1165,830,1150
T-Shirts,Green,1597,1301,1700
Jeans,Brown,1624,1285,729
Jeans,White,1595,547,679
Shirts,Dark Green,655,1111,1213
Jeans,Light Yellow,1933,681,980
Shorts,Light Yellow,1252,1959,1779
Shirts,White,839,603,1220
T-Shirts,Red,667,951,740
Skirts,Mint,1260,1582,1957
Skirts,Orange,1856,1797,670
Shirts,Purple,908,1845,1679
Dresses,Mint,1747,731,1685
T-Shirts,Black,741,1256,849
Jackets,White,591,1002,1415
Skirts,Green,1646,1717,1537
Skirts,Dark Blue,1586,688,1554
Shorts,Pink,1319,1435,1212
T-Shirts,Green,1601,1247,814
Jackets,Green,1281,799,1019
Jackets,Black,1195,1251,1955
Shirts,Gray,1599,1817,1231
Dresses,Pink,1840,1782,1163
Shorts,Dark Blue,1725,540,1228
Shorts,Mint,1615,912,999
Shirts,Dark Blue,1500,1164,1515
T-Shirts,Blue,555,775,811
Jeans,Dark Red,1367,1052,1682
Shirts,Yellow,923,1667,1808
Jeans,Coral,1443,654,824
Shorts,Green,672,1039,1176
T-Shirts,Light Blue,1135,1758,923
Jackets,Purple,1539,1965,668
Jeans,Purple,587,1460,1392
Skirts,Light Yellow,966,1679,1574
Jeans,Light Blue,1066,1949,1310
Dresses,Dark Blue,768,1044,1446
Dresses,White,740,1390,1579
Shorts,Pink,503,1232,1677
T-Shirts,Coral,1882,1724,566
Dresses,Yellow,1366,1885,1229
Jackets,Coral,816,895,1799
Jackets,Blue,788,807,701
Shorts,Dark Blue,885,1083,581
Jeans,Mint,563,548,1439
Shorts,Green,1547,1285,772
Skirts,Purple,1013,1110,1513
T-Shirts,Dark Red,1330,955,1322
Shirts,White,748,1484,1711
Skirts,Coral,806,896,1857
Shorts,Yellow,918,1419,1300
Shirts,Purple,535,649,1779
T-Shirts,Gray,1332,1630,690
Shirts,Brown,1295,595,863
Skirts,Brown,1744,577,812
Dresses,Gray,594,1423,1775
Shorts,Brown,1407,920,1129
T-Shirts,Mint,1485,681,1266
Dresses,Brown,587,962,1961
Dresses,Green,1871,822,741
Dresses,Red,786,1150,1007
Skirts,Blue,1139,920,604
Shorts,White,1107,586,1819
Jackets,Pink,1345,924,950
Shorts,Red,1592,1724,1003
Jeans,Light Yellow,898,1758,893
Dresses,Red,1515,1233,592
Jeans,Light Yellow,1151,1104,1561
T-Shirts,Orange,757,1544,1975
Shirts,Orange,1504,889,1606
Dresses,Dark Red,966,1696,1671
Jackets,Gray,1422,845,693
Jeans,Blue,1897,549,1385
T-Shirts,Mustard,1821,1344,1444
Skirts,Brown,1188,1961,1661
Jackets,Mustard,710,1885,963
Shorts,Dark Blue,1080,1225,1973
Jackets,Coral,1335,980,1883
T-Shirts,Gray,886,1655,1575
Skirts,Purple,1034,1574,1800
Shirts,Light Blue,1009,1359,1540
Shirts,Mustard,510,1261,1626
Jackets,Yellow,604,1661,1402
Jeans,Light Blue,634,571,1054
Skirts,Light Yellow,1641,1399,1621
Skirts,Pink,601,1521,506
Jackets,Light Yellow,1177,1866,1996
Shirts,Blue,1155,526,686
Jackets,Coral,1349,1269,846
Jackets,Dark Red,1626,1551,973
T-Shirts,Dark Red,1499,1067,1413
T-Shirts,Brown,1785,1496,1966
Jeans,Red,826,1587,1317
Shirts,Dark Blue,1678,1980,658
Shorts,Light Yellow,1404,809,639
Shirts,Coral,1980,529,1544
Dresses,Purple,577,1547,1499
Jackets,Dark Blue,1828,1598,1326
Jeans,Light Yellow,1641,566,1157
Shirts,White,1631,1142,1775
Dresses,Dark Green,1602,705,1611
Skirts,White,1812,910,1230
Shorts,Light Yellow,754,1221,1893
Jackets,Dark Red,815,1970,1395
Dresses,Coral,1973,982,1266
Shirts,Light Yellow,1003,1384,1472
T-Shirts,Red,1171,1280,1056
Jeans,Coral,1097,1200,1033
Skirts,Blue,1932,613,1164
Shorts,Orange,564,658,880
Jackets,Mint,1133,543,1825
T-Shirts,Blue,907,1017,1777
Jeans,Mint,1838,514,824
Skirts,Mustard,827,1417,1944
Skirts,Black,858,1041,1949
Jackets,Green,847,947,1508
Jackets,Black,1607,1665,1326
Shirts,White,1180,1719,1429
Dresses,Light Blue,1181,1839,868
Jackets,Mustard,1990,1549,959
T-Shirts,Yellow,1324,987,1578
Jackets,Dark Green,1930,1172,1412
Dresses,Coral,543,1909,1755
Shirts,Dark Blue,944,1284,575
Shirts,Purple,665,1602,763
T-Shirts,Gray,596,1144,1361
Shorts,Light Yellow,1755,508,660
Skirts,Red,1180,1226,812
Jeans,Light Blue,1941,1529,560
Shorts,Purple,1300,564,1932
Skirts,Dark Green,943,1225,1315
Dresses,Dark Red,1619,769,850
Shorts,Yellow,1745,563,878
Jackets,Mint,784,690,960
T-Shirts,Blue,1187,1772,1872
Shorts,Brown,743,727,1710
Shirts,Coral,1549,1428,1911
Jackets,Blue,1611,1007,1342
Skirts,Yellow,996,1739,1936
T-Shirts,Gray,1686,1866,1634
Jeans,Mint,665,1424,575
Jackets,Gray,901,1664,1454
Shorts,Mint,747,1662,878
Shirts,Dark Blue,1638,539,568
Skirts,White,1755,647,721
Shirts,Green,832,1215,1412
Dresses,White,1473,1247,1562
Jeans,White,730,1237,507
Jackets,Purple,1872,649,1806
Jeans,Gray,861,1936,677
Jeans,Gray,1830,659,1103
Shorts,Black,1445,1018,1573
Dresses,Blue,1463,1785,1104
Skirts,Dark Blue,1809,941,1475
Jackets,Purple,1976,977,966
Skirts,Dark Blue,824,585,1682
Shorts,Gray,1884,671,1575
Skirts,Blue,1817,1281,1607
Skirts,Gray,1262,1640,980
Skirts,Light Yellow,586,1538,1935
T-Shirts,Light Blue,1579,1023,1899
Shorts,Pink,700,1765,1009
Dresses,White,1569,1480,1906
Jeans,Blue,820,1670,572
Skirts,Light Yellow,559,1704,888
Skirts,White,953,1877,911
Jeans,Pink,768,988,1205
Jeans,Orange,1455,1007,1341
T-Shirts,Blue,886,592,937
Dresses,Blue,1794,711,1750
Shirts,Green,1379,619,1226
Jackets,Light Blue,869,723,1128
T-Shirts,Dark Blue,1914,1170,564
Shirts,Blue,1656,1205,1558
T-Shirts,Dark Green,694,1286,549
Dresses,Light Yellow,1206,1828,972
Dresses,Gray,1057,1200,1668
Shirts,Dark Blue,1741,1303,1980
Shorts,Dark Green,1597,997,1221
Skirts,Orange,1006,1733,941
Jackets,Dark Red,1138,587,1686
Skirts,Dark Green,1292,1771,1590
Skirts,Black,835,1346,604
Shorts,Dark Green,1030,1280,699
Shirts,Gray,770,1032,1741
Skirts,Light Yellow,575,1504,811
Jeans,White,1694,1188,1224
Jeans,Yellow,1251,1914,1119
Dresses,Pink,916,866,1690
Shirts,Light Yellow,1601,1543,1700
Skirts,Dark Blue,990,1027,749
Jeans,Dark Red,518,517,1227
Skirts,Orange,1810,871,1622
Jackets,Blue,1451,1249,1136
T-Shirts,Red,1133,1637,1496
Skirts,Black,1238,1622,1141
Dresses,Mustard,727,942,1636
Shorts,Coral,1311,855,1513
T-Shirts,Light Yellow,1378,1792,1355
Shirts,Blue,1609,1446,1634
Skirts,Brown,1987,1531,1949
Skirts,Gray,917,1803,672
T-Shirts,Purple,1708,1672,1410
Dresses,Light Yellow,1365,1975,1238
Dresses,Mint,1359,556,532
Dresses,Orange,997,538,1767
Jackets,Brown,976,1379,1188
Shirts,Coral,1905,883,812
Shorts,Mustard,1273,1308,1654
T-Shirts,Orange,1905,756,904
Shorts,Dark Green,1113,1953,1435
Jeans,White,1050,909,1050
Shirts,Light Yellow,762,1201,1142
Dresses,Brown,1976,1775,934
Dresses,Blue,1726,1175,1917
Skirts,Mint,1618,1252,590
Jackets,Red,1526,1473,1636
Jackets,Coral,1378,1282,733
Shirts,Mustard,902,1431,621
T-Shirts,Yellow,1580,1804,1691
Shorts,Dark Blue,1809,536,1159
Shorts,Gray,550,651,615
Dresses,Yellow,1872,1286,1751
Jeans,Yellow,856,1417,1676
Skirts,Dark Red,841,769,820
T-Shirts,Orange,1584,1845,1534
T-Shirts,Blue,1860,1507,1207
Jackets,Orange,773,1611,1805
T-Shirts,Light Blue,1601,625,1679
Jackets,Mustard,1392,544,682
Jackets,Light Yellow,505,1025,1613
Shorts,Red,1181,1442,1261
Jackets,Dark Green,1065,1513,1791
Skirts,White,1632,1506,1732
Jeans,Dark Red,1782,692,842
Dresses,Gray,1213,594,1020
Skirts,Green,1475,1198,1544
Skirts,Dark Green,1331,1820,1836
Jeans,Blue,1271,1198,1332
Shorts,Light Yellow,561,1997,977
Shorts,Orange,1716,766,943
T-Shirts,Light Blue,1568,1629,1039
Dresses,Red,1170,1951,666
Shirts,Light Yellow,1864,1422,1826
T-Shirts,Pink,1114,1723,796
Jackets,Green,677,914,1942
T-Shirts,Yellow,1742,605,1517
Jeans,Light Blue,706,1186,1575
Shirts,Coral,1451,1835,599
Dresses,Brown,1396,1603,1201
Dresses,Pink,1473,1053,1739
Dresses,Dark Blue,1514,1108,592
Jeans,Mustard,1716,524,792
Jackets,Black,560,867,1699
Shirts,Dark Green,1340,559,1353
Shirts,Blue,1253,1310,1931
T-Shirts,Mint,1397,1787,1887
Jackets,Green,1973,1876,1426
Skirts,Pink,1910,1646,1049
Shirts,Coral,1795,1548,525
Dresses,Pink,649,1073,760
Dresses,Light Yellow,1442,671,904
Skirts,Orange,1782,1435,1776
Skirts,Purple,1493,774,1903
T-Shirts,White,1220,1732,592
T-Shirts,Dark Green,1678,691,1293
Shorts,Mustard,1595,929,1336
Jeans,Dark Red,1239,1304,1731
Jackets,Coral,1656,1125,1339
Shorts,Orange,1950,1879,804
Dresses,Green,1210,619,950
Jeans,Dark Red,1182,1234,1747
Dresses,Dark Blue,1263,816,1459
Jeans,Green,853,1393,1395
T-Shirts,Green,704,1690,1274
Shirts,Mustard,562,1983,502
Jackets,Dark Green,1895,1939,1375
Shorts,Light Yellow,1751,1672,1889
Skirts,Light Yellow,1985,770,1485
Dresses,Yellow,1226,923,559
Jackets,Yellow,1579,1849,1923
T-Shirts,Brown,1109,1280,1903
Shorts,Coral,1437,1257,1744
T-Shirts,Orange,1282,1862,692
T-Shirts,Light Blue,1805,1333,1818
Jeans,Pink,1246,1384,1711
Jackets,Mint,1538,922,1919
Skirts,Coral,1632,1542,777
Shorts,Gray,1171,655,1274
T-Shirts,Pink,962,1828,547
Jeans,Red,614,1320,1677
Shorts,Brown,1660,529,1415
T-Shirts,Pink,624,952,1830
Jeans,Coral,610,1928,759
Jackets,Mint,1399,1955,1108
Shirts,Gray,1569,1244,1926
Jeans,Light Blue,1644,703,1390
Dresses,Coral,713,690,1588
Skirts,Brown,1267,675,640
Jeans,Light Yellow,971,1526,544
Skirts,Mustard,860,1481,727
Jeans,Dark Green,629,1390,1836
Skirts,White,1464,1809,575
Jackets,Purple,1822,1492,1271
Shirts,Yellow,1924,1797,657
Dresses,White,1284,805,1934
Dresses,Yellow,738,876,1148
Dresses,Mint,1736,941,1973
Shorts,Dark Red,1908,1346,1461
Shorts,Yellow,951,1749,1512
Jeans,Mustard,756,1074,1011
Shorts,Light Yellow,1273,638,972
Dresses,Light Yellow,1213,1988,1452
T-Shirts,Green,945,690,1347
T-Shirts,Gray,1641,1680,1598
Shorts,Mustard,1462,1690,1128
Shorts,Dark Red,1608,1692,714
Dresses,Mint,1611,886,1181
Jackets,Dark Blue,638,1920,1341
Dresses,Coral,655,1078,1595
Jeans,Dark Green,542,1497,821
Shorts,Mustard,1777,858,1917
Dresses,Light Blue,753,923,1657
Skirts,White,1050,637,1187
Jackets,Purple,638,781,552
Shirts,Mint,1621,1188,691
Jeans,Brown,1812,1474,1616
Jeans,Purple,1923,833,1734
Shorts,Black,1828,615,1722
T-Shirts,Dark Blue,1571,1446,1702
Jeans,Yellow,1682,802,1031
Jeans,Mustard,1829,1251,746
Shorts,Black,1436,1149,1853
Shirts,Dark Blue,960,1714,853
Jackets,Coral,680,1998,1800
Skirts,Coral,1643,868,982
Shorts,Black,1024,583,832
Shirts,Light Blue,1040,1403,1073
Jackets,Mustard,1249,1729,957
Jackets,Red,582,1921,1360
Jackets,Black,720,1678,802
Skirts,White,671,1344,1060
T-Shirts,Light Blue,1566,1141,1896
Jackets,Dark Green,623,1651,1833
Shirts,Yellow,1978,1573,1843
Shirts,Red,1322,1025,674
Shirts,Red,1472,1480,681
Dresses,Dark Green,1706,705,1223
Dresses,White,1062,1951,1767
Shorts,Mustard,1155,1768,1429
Jackets,Coral,603,866,796
Shirts,Orange,1188,1446,899
Jeans,Dark Green,1664,1360,1348
T-Shirts,Yellow,979,1815,1705
Jeans,Dark Blue,1989,1507,1407
T-Shirts,Dark Red,1082,1246,633
Shorts,Black,891,1579,691
Shorts,Green,832,855,968
Jackets,Dark Red,1285,1010,963
Shorts,Yellow,1945,1155,1585
T-Shirts,Mustard,1451,1061,1153
Dresses,Brown,1229,742,1551
Shorts,White,572,607,1674
T-Shirts,Dark Red,1033,1805,1650
Shorts,Black,1797,509,1866
Shirts,Dark Red,568,1951,1566
Shirts,Yellow,1425,565,1996
Jackets,Pink,921,604,1354
Jackets,Brown,1677,1181,730
Shorts,Light Yellow,1724,1669,1400
T-Shirts,Gray,1499,1688,537
Shorts,Purple,511,915,1112
Dresses,Coral,1099,1883,1173
Jeans,Dark Blue,1615,1855,1640
Dresses,Black,1468,1215,1441
Dresses,Orange,1544,1443,536
Jeans,Black,1813,1221,1360
Shirts,Light Blue,1037,864,1564
Shorts,Yellow,834,1127,560
Jackets,Dark Blue,1661,616,1486
Shorts,Light Blue,1421,1201,1657
Skirts,Brown,1208,1575,965
Dresses,Light Blue,1882,1593,1727
Shirts,White,1621,1730,1273
T-Shirts,Coral,744,630,1443
Dresses,Red,756,1415,1879
Dresses,Dark Red,796,1836,1297
Shorts,Green,1218,1033,1013
T-Shirts,Mint,1215,1060,680
Skirts,Light Blue,505,573,1165
Skirts,Orange,1548,1978,555
Jeans,Light Yellow,1775,565,664
Jackets,Yellow,878,671,1870
T-Shirts,Brown,1398,551,1549
Shirts,Purple,737,593,576
Shirts,Black,1250,1424,1134
Skirts,Light Yellow,539,594,552
Jeans,Light Yellow,1589,1749,831
Jackets,Coral,1422,1705,1899
Jeans,Gray,1181,1032,1365
Shorts,Pink,1603,1713,1067
Shirts,Mint,1147,1493,521
Jackets,Mint,1271,1461,1966
Jackets,Coral,621,1882,1941
Shorts,Coral,1436,1606,1626
Jeans,Light Blue,664,963,1451
Jackets,White,1313,661,1356
Skirts,Black,532,694,1942
Skirts,Blue,1826,1909,764
Jeans,Dark Blue,1689,1374,1586
Skirts,Green,914,1731,596
Jackets,Black,1864,1784,1217
Shorts,Brown,1898,535,1815
Skirts,Mustard,1240,1471,1682
Jeans,Blue,1508,887,627
Skirts,Dark Green,1822,742,859
T-Shirts,Gray,511,1487,1508
Skirts,Yellow,1045,608,1905
Dresses,Black,1308,1705,865
Shirts,Black,1319,1053,1928
T-Shirts,Green,1544,742,1220
Jeans,Dark Blue,1494,1810,771
Shirts,Dark Green,832,1506,1612
Dresses,Coral,1157,1154,679
Shirts,Pink,507,1753,977
Skirts,Yellow,1593,1154,964
Shirts,Coral,1340,1349,1790
Jeans,Black,1958,980,568
Skirts,Mint,1122,1488,1672
Skirts,Purple,1183,1370,1996
Dresses,Black,1426,1322,1112
Shorts,Coral,884,1621,617
Jackets,Black,1678,810,1010
Shirts,Mint,870,696,1937
Jackets,Dark Blue,1363,527,1311
Dresses,Black,505,966,679
Shorts,Green,617,1226,1929
Skirts,Black,1222,1394,1342
Skirts,Brown,1164,1811,606
Shorts,Coral,1032,1952,1142
Dresses,Red,1983,884,825
Shorts,Coral,1288,894,1674
Skirts,Orange,1312,829,1750
Shorts,Coral,776,906,728
Jackets,Mustard,617,1496,1057
Jackets,Blue,1196,685,1748
Shirts,Brown,564,1914,1567
T-Shirts,Blue,1086,1092,1646
Jackets,Red,1906,878,530
Shorts,Dark Blue,1129,870,1566
Dresses,Blue,1770,710,917
Jeans,Pink,1958,664,803
T-Shirts,Red,783,571,1239
Jeans,Black,797,832,549
Skirts,Red,1702,1823,789
T-Shirts,Dark Green,700,502,856
Skirts,Gray,1556,1913,1525
Skirts,Black,1045,1642,1905
Shorts,Dark Green,1325,924,1571
Jackets,Green,1738,1877,1402
Dresses,Dark Blue,1549,549,1215
Shorts,Gray,626,511,1263
Shorts,Dark Red,1095,691,919
Jeans,Mint,1036,880,792
Shorts,Gray,627,1534,1909
Jackets,Mustard,863,919,1593
Shirts,Coral,1454,869,1259
Dresses,Black,1555,1536,690
Dresses,Red,1332,939,583
Jeans,White,690,919,1370
Dresses,Brown,1117,1003,1270
Jeans,Green,1847,1359,1677
Dresses,Black,1945,644,1461
T-Shirts,Brown,925,884,1088
Jeans,Yellow,1632,1892,811
Shirts,Light Blue,1789,1956,1133
Shorts,Green,1457,1856,1663
Jackets,Yellow,553,1385,1671
Dresses,Brown,1292,1905,1223
Jackets,Yellow,1818,1241,1778
Shorts,Light Blue,747,1419,1695
T-Shirts,Mint,1047,1818,661
Jackets,Green,1904,1302,967
Shirts,Mustard,1434,1397,781
Shorts,Black,727,1454,951
Dresses,Yellow,1368,684,1402
Dresses,Light Yellow,1081,546,1959
Jackets,Purple,1805,1911,1475
Jackets,Gray,856,1948,603
Jackets,Orange,1900,905,1722
Skirts,Light Blue,1539,820,1042
Dresses,Light Blue,757,1492,1287
Shirts,Pink,1778,1185,1798
Shirts,Red,1706,1012,821
T-Shirts,Green,1301,1286,1682
Skirts,Brown,1058,1203,1174
T-Shirts,Dark Red,977,939,1285
Shorts,Orange,1614,965,604
T-Shirts,Dark Blue,684,653,1481
Dresses,Light Yellow,590,1189,913
Shorts,Light Yellow,1919,1404,678
T-Shirts,Dark Blue,1975,602,1012
Jeans,Green,653,558,657
Skirts,Yellow,1748,778,1367
Dresses,Dark Green,1588,1405,1652
Jeans,Purple,632,839,1137
Shirts,Orange,916,1194,602
Skirts,Green,1119,598,962
Shirts,Light Yellow,1868,880,748
Jackets,Orange,1127,1849,983
Shorts,White,1327,827,586
Shirts,Pink,1864,1734,1288
Dresses,Brown,1109,637,1956
Jeans,Brown,1079,964,1297
Skirts,Gray,1630,1490,1922
Dresses,Orange,1464,537,1318
T-Shirts,Pink,1527,1836,731
Skirts,Light Yellow,1964,1706,1224
Dresses,Coral,1528,833,779
Skirts,Gray,1127,717,919
Skirts,Green,1994,659,1728
Shorts,Black,1040,754,671
Dresses,Purple,501,1084,1117
Shirts,Dark Blue,1754,628,1193
Shorts,Brown,1116,895,1681
Shirts,Mint,1982,517,758
Shorts,Black,1752,879,1189
Dresses,Brown,1347,1635,826
Skirts,Dark Blue,1331,767,556
Shirts,Dark Blue,688,1301,1573
Jeans,Dark Green,1082,803,986
T-Shirts,Blue,1099,1157,1969
T-Shirts,Blue,1256,1485,1825
Jeans,Dark Blue,592,1566,1319
Shorts,Brown,607,1436,616
Jeans,Dark Red,1543,1098,530
Jeans,Green,1928,886,1831
Skirts,Light Blue,843,1688,1901
Shirts,White,1820,774,666
Jeans,Gray,1985,1872,760
Dresses,Blue,1447,1590,1301
Jackets,Blue,1902,1781,1136
T-Shirts,Red,1447,1376,883
T-Shirts,Coral,1496,1910,1123
Jeans,Light Yellow,1487,1672,528
Shirts,Light Blue,603,1039,1565
Jeans,Coral,1882,1004,1508
Dresses,Black,998,1454,1975
Jeans,Pink,746,843,958
Skirts,Mint,1887,701,1524
Shorts,Black,1762,1063,1045
Shorts,Coral,1289,1992,838
Shorts,Dark Green,1602,1084,1334
Shorts,Red,619,910,1633
Jeans,Dark Red,1005,875,503
Skirts,Mint,1152,696,1011
Shirts,Purple,704,1503,1671
Shorts,Dark Red,656,1395,1615
Jackets,Mustard,1570,791,1886
Shorts,Mustard,1174,893,1030
Shirts,Orange,862,894,1180
Dresses,Blue,1284,524,719
Shirts,Dark Green,1821,1053,1454
Skirts,Purple,1473,1605,1912
Shirts,Gray,1051,1047,1792
Skirts,Mint,1609,1928,1545
Dresses,Dark Red,1763,1882,1959
Skirts,Mustard,1069,1335,1642
Jeans,Purple,641,1005,1114
Shorts,Light Blue,1809,530,510
Shirts,Yellow,1176,825,1623
Shorts,Mint,1515,1418,1069
Shorts,Dark Red,1953,1105,1949
T-Shirts,Green,1549,1962,1712
Shorts,White,1883,812,1416
Jeans,Pink,506,1133,1097
Jackets,Dark Red,1820,1245,1340
Shorts,Green,1229,1745,1446
Shorts,Mint,1635,1195,1773
Skirts,Dark Red,1484,1529,901
Jackets,Purple,661,1648,1785
Jackets,Dark Red,995,555,1026
Jackets,White,926,1569,1688
Jeans,Dark Blue,781,544,709
Jeans,Light Blue,1936,1728,985
Jeans,Yellow,1089,928,1963
Shorts,Purple,1431,1596,1162
Shorts,Light Blue,919,860,849
Jeans,Light Blue,702,1832,1797
Skirts,Mint,524,1030,967
Shirts,Light Yellow,1686,990,1141
Shirts,Yellow,1195,1306,1098
Jeans,Yellow,786,1094,1149
T-Shirts,Mint,1250,1662,1276
Shirts,White,1240,1741,839
Skirts,Coral,1711,1323,1843
Shorts,Black,1874,722,1248
Skirts,Pink,1652,1238,1319
Shirts,Blue,1156,781,1993
Skirts,Orange,850,1898,1806
Skirts,Gray,1964,1530,1907
Dresses,Mint,847,1115,1538
Skirts,Dark Blue,1111,739,1553
Shirts,Black,787,790,746
Shirts,Light Blue,711,1536,1568
Jackets,Red,1110,1941,1646
Jackets,White,1932,1983,582
Shorts,Purple,1355,1125,1755
T-Shirts,Dark Red,1654,603,520
Jeans,Gray,1425,1287,534
Shirts,Orange,1305,1754,1302
Skirts,Green,600,1194,874
Jackets,Light Yellow,1861,1938,1682
Jackets,Brown,902,1576,1059
T-Shirts,Blue,1130,703,945
Dresses,Green,1940,1856,615
Shorts,Purple,662,992,1993
Jackets,Dark Red,1332,1390,1460
T-Shirts,Dark Blue,800,800,725
Skirts,Red,942,803,1568
Shirts,Red,658,1762,1788
Shorts,Dark Red,982,546,1949
Shorts,Blue,1595,1733,1542
T-Shirts,Blue,1407,867,1265
Shorts,Blue,1527,1847,1247
Skirts,Yellow,1386,1637,1419
Dresses,Dark Red,1476,1580,1235
Jackets,Purple,841,1589,1518
T-Shirts,Mint,1494,1090,801
Skirts,Light Yellow,1548,1689,708
Jeans,Yellow,1880,1521,1746
Shirts,Mustard,1715,654,1707
Skirts,Blue,1299,537,1472
Jeans,Light Yellow,1005,1476,1062
Shirts,Red,892,877,1080
Jackets,Green,1349,1548,1128
Shirts,Light Blue,1562,1508,909
Shirts,Mustard,1068,1598,1025
Jeans,Gray,1255,989,1784
T-Shirts,Green,935,1329,1487
Jackets,Pink,1054,1743,931
Jeans,Brown,1943,1862,1950
Shorts,Dark Blue,1986,1279,934
Jeans,Mint,1846,668,1384
Skirts,Green,1896,1537,1331
Skirts,Dark Green,1967,770,1065
Dresses,Dark Blue,604,1114,1932
Jeans,Red,1188,1155,1184
Jeans,Green,1865,1025,667
Dresses,Light Blue,918,1500,571
Jeans,Orange,860,925,621
Jeans,Pink,1359,1150,667
Dresses,Dark Blue,1919,539,1654
Dresses,Blue,1446,539,1546
Dresses,Dark Red,1304,1545,1415
Shirts,Green,867,930,1609
Skirts,Dark Green,1736,649,1608
Dresses,Yellow,1896,1627,1732
Shirts,Coral,1815,1736,1155
Jackets,Dark Red,1552,741,694
Skirts,Red,1965,1856,601
Dresses,Coral,933,1892,704
Jackets,Dark Green,878,1219,558
Jeans,Mustard,1701,1247,1163
Jeans,Black,1310,567,1943
Skirts,Light Blue,1481,1529,993
T-Shirts,Purple,1435,1438,1586
Skirts,Brown,1192,666,960
Shirts,Green,1302,611,1943
Jeans,Coral,1459,652,1054
Jackets,Black,1598,755,1327
Jackets,Dark Blue,1091,1043,1257
Jeans,Dark Blue,1796,1351,975
Dresses,Coral,1367,1127,1325
Shirts,Brown,1043,1487,1480
Shorts,Gray,1314,604,1062
T-Shirts,Coral,671,1504,675
Shirts,Yellow,569,607,848
Shirts,Purple,822,583,864
Shirts,Orange,758,1314,1696
Shirts,Purple,914,1564,1424
T-Shirts,Dark Blue,1133,761,1823
Shirts,Brown,1305,1406,814
Shorts,Purple,757,615,672
Shorts,White,603,1546,586
Shorts,Brown,1961,1554,1063
T-Shirts,Dark Red,1272,1751,1424
Shorts,Red,1046,539,1786
Skirts,Dark Blue,777,926,606
Jackets,Coral,679,1911,1114
Shirts,Purple,1448,932,797
Shorts,White,729,919,1434
Dresses,Light Yellow,1619,1078,991
T-Shirts,Mustard,1505,1508,544
Jackets,Dark Red,568,1656,742
Jackets,Mint,505,684,1191
Shorts,Coral,1615,1672,1560
T-Shirts,Blue,602,1573,1908
Shorts,Light Blue,937,817,1588
Jackets,White,1477,849,611
Shirts,Orange,861,1004,1197
Shorts,Light Yellow,709,1731,1283
Dresses,Red,1732,928,803
Jackets,White,737,966,1582
Jackets,Orange,1565,1568,1234
Dresses,Dark Green,1937,1048,609
Shirts,Coral,676,565,903
Dresses,Blue,1167,1495,1958
T-Shirts,Purple,1880,1024,725
Jackets,Mint,1103,1332,711
Shorts,Black,1187,1277,621
Shirts,Pink,1647,898,1873
Shirts,Mint,1081,818,718
Shirts,Coral,1999,1110,1348
Skirts,Coral,623,1474,1667
Shirts,Mustard,1412,1315,856
Jeans,Dark Blue,1702,1002,1795
Shorts,Red,1239,1071,1298
Jeans,Gray,1182,1404,1711
T-Shirts,Gray,1140,1705,1699
Skirts,Dark Green,832,1017,520
Shorts,Red,763,1054,1745
